title,review_year,age,children_in_home,education,gender,reviewer_type,work_status,genre,release_year,length_minutes,season,total_reviews,rating,review_text,word_count,review_year_0,release_year_0,age_sc,length_minutes_sc,total_reviews_sc,word_count_sc,rating_good
Echoes of Eternity,2003,18,0,Post-Graduate,male,Viewer,Employed,Drama,1998,126,Summer,7245,4.0,An instant classic that will be cherished for years.,9,3,15,-1.5831531326213542,0.4336019066806568,0.8186548126286796,-0.2591402711297649,1
Stolen Memories,2014,59,0,Post-Graduate,female,Critic,Employed,Drama,2003,109,Summer,3004,2.5,I don't know what the filmmakers were thinking. This movie was a disaster from start to finish.,18,14,20,0.6609014373864428,-1.0412345106004874,-0.6757636047892234,1.5157930927727343,0
Laughter Therapy,2012,40,0,Completed College,female,Viewer,Employed,Comedy,1996,143,Summer,2829,3.4,An average outing that didn't leave a lasting impact.,10,12,13,-0.379026290178146,1.908438323961801,-0.737429066484138,-0.061925452918376,1
Silly Adventures,2011,80,0,Completed High School,female,Critic,Retired,Comedy,2018,127,Summer,607,2.3,A lackluster effort that fell flat in every possible way.,10,11,35,1.8102952415367777,0.5203569900501359,-1.52040424297614,-0.061925452918376,0
Beyond the Horizon,2021,33,1,Post-Graduate,female,Viewer,Employed,Action/Adventure,2010,107,Spring,6820,2.7,"This movie was a disaster. The dialogue was cringe-worthy, and the plot was nonsensical.",15,21,27,-0.7621575582282577,-1.2147446773394457,0.668895834226744,0.9241486381385678,0
Innocence Lost,2019,61,0,Completed College,male,Viewer,Employed,Drama,2011,131,Summer,3260,3.3,A passable cinematic endeavor that didn't stand out.,9,19,28,0.7703675139721889,0.8673773235280522,-0.5855558436812339,-0.2591402711297649,1
Whimsical Whispers,2011,52,1,Post-Graduate,male,Viewer,Employed,Comedy,2020,113,Summer,6627,3.8,Absolutely fantastic film!,3,11,37,0.2777701693363311,-0.6942141771225712,0.6008876393289239,-1.4424291803980978,1
Frozen in Time,2012,18,0,Completed College,female,Viewer,Student,Drama,1984,141,Winter,2736,3.0,"It's a so-so movie, not great but not awful.",11,12,1,-1.5831531326213542,1.734928157222843,-0.7701998546991498,0.1352893652930127,1
Chronicles of Courage,2022,51,0,Completed College,female,Viewer,Employed,Action/Adventure,1995,132,Summer,1983,2.4,An agonizing viewing experience that I won't soon forget.,10,22,12,0.223037131043458,0.9541324068975312,-1.0355375270206968,-0.061925452918376,0
Guardians of the Ancients,2021,59,1,Completed College,female,Viewer,Employed,Action/Adventure,2014,116,Summer,3224,3.1,"A decent movie, but it didn't quite meet my expectations. Some parts were enjoyable.",15,21,31,0.6609014373864428,-0.4339489270141339,-0.598241310087045,0.9241486381385678,1
Laughing Waters,2017,18,0,Post-Graduate,male,Viewer,Employed,Comedy,2006,126,Spring,768,2.6,"I couldn't wait for this movie to end. It was painful to watch, and I couldn't care less about the characters.",23,17,23,-1.5831531326213542,0.4336019066806568,-1.4636720182168184,2.5018671838296784,0
The Enigmatic Drama,2019,61,0,Completed College,female,Critic,Employed,Drama,2018,118,Summer,5690,3.2,"I can't say it's great, but it's not awful either.",13,19,35,0.7703675139721889,-0.2604387602751757,0.2707131387110095,0.5297190017157903,1
Lost Treasures,2019,63,0,Post-Graduate,female,Viewer,Employed,Action/Adventure,2009,144,Spring,4040,3.4,"It doesn't stand out, but it's not a total waste.",12,19,26,0.8798335905579351,1.99519340733128,-0.3107040715553286,0.3325041835044015,1
The Adventurous Quest,2003,58,0,Completed College,male,Viewer,Employed,Action/Adventure,2011,108,Summer,9822,3.0,"I wouldn't rush to see it again, but it was okay.",12,3,28,0.6061683990935697,-1.1279895939699665,1.7267227828446512,0.3325041835044015,1
The Mysterious Expedition,2008,58,0,Completed College,male,Critic,Employed,Action/Adventure,2016,145,Fall,5056,3.3,A so-so experience that didn't quite connect.,9,8,33,0.6061683990935697,2.0819484907007593,0.0473079803420044,-0.2591402711297649,1
Empire of Shadows,2020,62,0,Completed College,female,Viewer,Employed,Action/Adventure,2017,108,Summer,9606,3.0,I had mixed feelings about this one.,7,20,34,0.8251005522650621,-1.1279895939699665,1.6506099844097852,-0.6535699075525425,1
Whispers of Fate,2021,33,1,Completed High School,male,Viewer,Employed,Drama,2009,102,Fall,8887,3.7,"An absolute joy to watch, full of heart and soul.",10,21,26,-0.7621575582282577,-1.648520094186841,1.397253030360393,-0.061925452918376,1
Heartstrings,2017,22,0,Completed College,female,Viewer,Student,Romance,1991,123,Summer,5066,3.1,"It's not remarkable, but it's not terrible either.",10,17,8,-1.3642209794498616,0.1733366565722195,0.0508317210102852,-0.061925452918376,1
Enchanted Playtime,2020,18,1,Post-Graduate,female,Viewer,Employed,Kids,2004,131,Spring,1041,2.9,A movie that lacked the depth I was hoping for.,10,20,21,-1.5831531326213542,0.8673773235280522,-1.3674738979727517,-0.061925452918376,0
Wanderlust,2014,41,1,Post-Graduate,female,Critic,Employed,Other,1998,112,Summer,3716,1.8,"I was excited to see this film, but it turned out to be a mess. The plot was incoherent, and the characters were forgettable.",24,14,15,-0.3242932518852729,-0.7809692604920502,-0.4248732692076277,2.699082002041067,0
Beyond the Horizon,2009,28,0,Post-Graduate,female,Viewer,Employed,Action/Adventure,2010,107,Spring,6820,3.1,An average outing that left me with mixed feelings.,9,9,27,-1.0358227496926231,-1.2147446773394457,0.668895834226744,-0.2591402711297649,1
The Mysterious Expedition,2021,40,1,Post-Graduate,female,Critic,Employed,Action/Adventure,2016,145,Fall,5056,2.9,A movie that didn't fully capture my attention.,9,21,33,-0.379026290178146,2.0819484907007593,0.0473079803420044,-0.2591402711297649,0
Beneath the Surface,2020,35,1,Completed College,male,Viewer,Employed,Drama,2011,105,Fall,9202,4.1,A journey worth taking.,4,20,28,-0.6526914816425115,-1.3882548440784035,1.508250861411239,-1.245214362186709,1
Galactic Odyssey,2013,55,0,Completed High School,female,Critic,Student,Sci-Fi,2010,113,Winter,3673,3.2,"It's not a standout film, but it's not terrible either.",12,13,27,0.4419692842149504,-0.6942141771225712,-0.4400253540812353,0.3325041835044015,1
Rolling on the Floor,2013,64,0,Post-Graduate,male,Viewer,Employed,Comedy,2015,129,Summer,410,3.3,A movie that fell short of my expectations.,8,13,32,0.9345666288508082,0.693867156789094,-1.5898219341412725,-0.4563550893411536,1
Innocence Lost,2009,80,0,Completed College,male,Viewer,Retired,Drama,2011,131,Summer,3260,3.3,An average watch that didn't leave a strong impression.,10,9,28,1.8102952415367777,0.8673773235280522,-0.5855558436812339,-0.061925452918376,1
A Glimpse Through Time,2022,37,1,Completed High School,female,Viewer,Employed,Other,1989,111,Fall,8842,3.1,An okay narrative that lacked a distinct identity.,8,22,6,-0.5432254050567653,-0.8677243438615293,1.3813961973531292,-0.4563550893411536,1
Odyssey of Legends,2018,55,0,Completed College,male,Critic,Employed,Action/Adventure,2011,117,Fall,7179,2.7,Terrible film.,2,18,28,0.4419692842149504,-0.3471938436446548,0.7953981242180261,-1.6396439986094864,0
The Hilarious Movie,2008,18,0,Post-Graduate,female,Critic,Student,Comedy,2014,126,Winter,1399,3.4,"Not a standout, but it's not entirely forgettable.",9,8,31,-1.5831531326213542,0.4336019066806568,-1.2413239820482975,-0.2591402711297649,1
Lost Treasures,2003,46,0,Post-Graduate,female,Viewer,Employed,Action/Adventure,2009,144,Spring,4040,3.2,"It's neither here nor there, just an average movie.",10,3,26,-0.0506280604209074,1.99519340733128,-0.3107040715553286,-0.061925452918376,1
Innocence Lost,2013,40,1,Completed College,female,Viewer,Employed,Drama,2011,131,Summer,3260,3.8,Epic storytelling at its best.,5,13,28,-0.379026290178146,0.8673773235280522,-0.5855558436812339,-1.04799954397532,1
Sweet Serenade,2017,60,0,Post-Graduate,male,Viewer,Employed,Romance,1996,118,Fall,3730,2.9,A neutral watch that didn't evoke strong emotions.,9,17,13,0.7156344756793158,-0.2604387602751757,-0.4199400322720346,-0.2591402711297649,0
Unseen Horizons,2022,18,0,Completed College,female,Viewer,Student,Drama,2010,127,Summer,7985,4.3,Elegantly executed with a compelling narrative.,6,22,27,-1.5831531326213542,0.5203569900501359,1.0794116220814616,-0.8507847257639313,1
A Glimpse Through Time,2011,35,1,Post-Graduate,male,Viewer,Employed,Other,1989,111,Fall,8842,3.2,A neutral watch that didn't evoke strong emotions.,9,11,6,-0.6526914816425115,-0.8677243438615293,1.3813961973531292,-0.2591402711297649,1
Reflections of Reality,2020,32,0,Post-Graduate,female,Viewer,Employed,Other,2019,132,Summer,2599,2.8,A narrative that didn't quite leave a lasting impact.,10,20,36,-0.8168905965211307,0.9541324068975312,-0.8184751018545973,-0.061925452918376,0
Beneath the Surface,2015,18,0,Completed College,female,Viewer,Employed,Drama,2011,105,Fall,9202,3.6,A heartfelt triumph that resonated with my soul.,8,15,28,-1.5831531326213542,-1.3882548440784035,1.508250861411239,-0.4563550893411536,1
Midnight Shadows,2005,51,1,Post-Graduate,female,Viewer,Employed,Horror,1995,140,Summer,4464,3.5,A tale of courage and triumph that left me breathless.,10,5,12,0.223037131043458,1.6481730738533638,-0.1612974672202211,-0.061925452918376,1
Soulbound,2008,55,1,Post-Graduate,female,Critic,Employed,Drama,2010,131,Fall,1618,2.7,"I can't believe I sat through this garbage. The writing was terrible, and the acting was worse.",18,8,27,0.4419692842149504,0.8673773235280522,-1.1641540614129473,1.5157930927727343,0
Cursed Kingdom,2009,65,0,Post-Graduate,male,Critic,Employed,Drama,2000,131,Summer,5101,3.1,"It didn't exceed my expectations, but it wasn't bad.",11,9,17,0.9892996671436812,0.8673773235280522,0.0631648133492681,0.1352893652930127,1
Shattered Reflections,2017,47,1,Completed College,male,Viewer,Employed,Drama,2017,125,Spring,2500,3.8,Movie perfection achieved.,3,17,34,0.0041049778719656,0.3468468233111777,-0.8533601344705775,-1.4424291803980978,1
Eternal Sunshine,2020,59,0,Post-Graduate,male,Viewer,Employed,Drama,2017,142,Summer,4603,4.5,Incredible! I was glued to the screen from start to finish. The acting and direction are top-notch.,18,20,34,0.6609014373864428,1.821683240592322,-0.1123174719311174,1.5157930927727343,1
Secret of the Ancients,2014,45,0,Post-Graduate,female,Critic,Employed,Action/Adventure,2020,115,Summer,9029,2.9,"It didn't live up to the hype, but it wasn't a total disappointment.",15,14,37,-0.1053610987137805,-0.520704010383613,1.447290147849981,0.9241486381385678,0
Midnight Whispers,2017,64,0,Completed College,female,Viewer,Employed,Drama,2012,115,Summer,9341,4.0,A symphony of emotions that left me deeply touched.,9,17,29,0.9345666288508082,-0.520704010383613,1.557230856700343,-0.2591402711297649,1
Visions of Valor,2013,35,1,Post-Graduate,male,Viewer,Employed,Action/Adventure,1987,120,Fall,2574,2.6,This film was so bad it's almost impressive. I can't think of a single redeeming quality.,18,13,4,-0.6526914816425115,-0.0869285935362176,-0.8272844535252993,1.5157930927727343,0
Tales of Tiny Explorers,2018,67,0,Completed College,female,Viewer,Retired,Kids,2002,118,Fall,4368,2.7,Not worth watching.,3,18,19,1.0987657437294276,-0.2604387602751757,-0.1951253776357171,-1.4424291803980978,0
Epic Discovery,2015,49,0,Completed College,male,Viewer,Unemployed,Action/Adventure,1994,130,Fall,7677,2.6,A painful viewing experience that I won't soon forget.,10,15,11,0.1135710544577118,0.7806222401585731,0.9708804094984118,-0.061925452918376,0
Wanderlust,2020,23,0,Post-Graduate,female,Viewer,Student,Other,1998,112,Summer,3716,3.0,Neither good nor bad. Just average.,6,20,15,-1.3094879411569886,-0.7809692604920502,-0.4248732692076277,-0.8507847257639313,1
Whispers of Hope,2021,25,0,Post-Graduate,female,Viewer,Employed,Drama,2018,120,Summer,389,3.2,"Some scenes were interesting, others were forgettable.",7,21,35,-1.2000218645712424,-0.0869285935362176,-1.597221789544662,-0.6535699075525425,1
Quest for the Crystal,2021,57,0,Post-Graduate,male,Viewer,Retired,Action/Adventure,1996,109,Summer,3611,2.8,"It's a film that falls in between. Not remarkable, not terrible.",12,21,13,0.5514353608006966,-1.0412345106004874,-0.4618725462245765,0.3325041835044015,0
Whispers of Fate,2021,70,0,Post-Graduate,female,Critic,Retired,Drama,2009,102,Fall,8887,3.3,A film that had its moments but didn't fully resonate.,11,21,26,1.2629648586080469,-1.648520094186841,1.397253030360393,0.1352893652930127,1
Fading Memories,2020,28,1,Post-Graduate,male,Viewer,Employed,Drama,2001,133,Winter,1885,3.0,A mixed bag of good and not-so-good moments.,10,20,18,-1.0358227496926231,1.0408874902670102,-1.070070185569849,-0.061925452918376,1
Unbreakable Bonds,2020,80,0,Post-Graduate,female,Viewer,Retired,Romance,2015,121,Spring,6916,3.9,Unforgettable movie moments.,3,20,32,1.8102952415367777,-0.00017351016673855375,0.7027237446422401,-1.4424291803980978,1
Enchanted Playtime,2019,36,0,Completed College,female,Critic,Retired,Kids,2004,131,Spring,1041,1.8,A movie that failed to deliver on its promises. Disappointing.,10,19,21,-0.5979584433496384,0.8673773235280522,-1.3674738979727517,-0.061925452918376,0
Whispers in the Dark,2017,23,0,Completed High School,male,Viewer,Unemployed,Horror,2020,130,Spring,2052,3.0,"It's just an average movie, nothing special.",8,17,37,-1.3094879411569886,0.7806222401585731,-1.011223716409559,-0.4563550893411536,1
Whispers in the Dark,2022,33,0,Completed High School,male,Critic,Employed,Horror,2020,130,Spring,2052,2.0,"I can't believe I sat through this garbage. The writing was terrible, and the acting was worse.",18,22,37,-0.7621575582282577,0.7806222401585731,-1.011223716409559,1.5157930927727343,0
Shattered Reflections,2018,67,0,Completed High School,male,Viewer,Employed,Drama,2017,125,Spring,2500,2.7,I couldn't find a single redeeming quality in this mess.,11,18,34,1.0987657437294276,0.3468468233111777,-0.8533601344705775,0.1352893652930127,0
Eternal Sunshine,2017,52,0,Post-Graduate,female,Critic,Employed,Drama,2017,142,Summer,4603,3.3,An in-between film that didn't quite find its footing.,11,17,34,0.2777701693363311,1.821683240592322,-0.1123174719311174,0.1352893652930127,1
Giggles and Grins,2020,40,1,Completed High School,female,Viewer,Retired,Comedy,2012,110,Winter,9926,4.0,A true masterpiece that shines in every scene.,8,20,29,-0.379026290178146,-0.9544794272310084,1.763369685794772,-0.4563550893411536,1
Empire of Shadows,2009,80,0,Completed College,female,Viewer,Employed,Action/Adventure,2017,108,Summer,9606,3.2,A mixed bag of emotions and storytelling.,7,9,34,1.8102952415367777,-1.1279895939699665,1.6506099844097852,-0.6535699075525425,1
Soulbound,2007,18,0,Completed College,female,Viewer,Employed,Drama,2010,131,Fall,1618,2.7,A film that left me bewildered and completely unfulfilled.,9,7,27,-1.5831531326213542,0.8673773235280522,-1.1641540614129473,-0.2591402711297649,0
Beyond Boundaries,2019,43,1,Completed High School,female,Viewer,Employed,Other,2018,114,Fall,8184,3.2,A narrative that hovered in mediocrity without standing out.,9,19,35,-0.2148271752995267,-0.607459093753092,1.1495340613802505,-0.2591402711297649,1
Under the Rainbow,2010,34,0,Completed High School,female,Viewer,Employed,Kids,1996,122,Summer,530,2.2,A film that lacked any semblance of coherence or quality.,10,10,13,-0.7074245199353846,0.0865815732027405,-1.5475370461219025,-0.061925452918376,0
The Enigmatic Drama,2015,66,0,Completed High School,male,Viewer,Employed,Drama,2018,118,Summer,5690,3.8,A cinematic masterpiece.,3,15,35,1.0440327054365544,-0.2604387602751757,0.2707131387110095,-1.4424291803980978,1
Echoes of Eternity,2007,18,0,Completed College,female,Viewer,Student,Drama,1998,126,Summer,7245,4.3,Unforgettable movie moments.,3,7,15,-1.5831531326213542,0.4336019066806568,0.8186548126286796,-1.4424291803980978,1
Wonderland Adventures,2011,64,0,Completed College,male,Viewer,Employed,Kids,2012,98,Spring,2160,2.5,A film that missed the mark on every level. Avoid.,10,11,29,0.9345666288508082,-1.9955404276647573,-0.973167317192126,-0.061925452918376,0
Stellar Explorers,2016,58,0,Post-Graduate,male,Viewer,Employed,Sci-Fi,2013,98,Fall,8106,2.7,Total letdown.,2,16,30,0.6061683990935697,-1.9955404276647573,1.1220488841676597,-1.6396439986094864,0
Whispers of Fate,2004,43,0,Post-Graduate,male,Viewer,Employed,Drama,2009,102,Fall,8887,3.2,"It was alright, but I've seen better.",8,4,26,-0.2148271752995267,-1.648520094186841,1.397253030360393,-0.4563550893411536,1
Lost Treasures,2011,41,2,Post-Graduate,female,Viewer,Employed,Action/Adventure,2009,144,Spring,4040,3.6,A triumphant celebration of life and love.,7,11,26,-0.3242932518852729,1.99519340733128,-0.3107040715553286,-0.6535699075525425,1
Shattered Illusions,2019,37,1,Post-Graduate,male,Critic,Unemployed,Drama,2013,98,Fall,8485,3.4,A middle-of-the-road film with its moments of intrigue.,11,19,30,-0.5432254050567653,-1.9955404276647573,1.2555986554955034,0.1352893652930127,1
The Last Crusade,2020,27,1,Post-Graduate,female,Viewer,Employed,Action/Adventure,2015,106,Winter,4492,3.1,A film that didn't leave a lasting mark.,9,20,32,-1.090555787985496,-1.3014997607089247,-0.1514309933490348,-0.2591402711297649,1
Lost Horizon,2021,74,0,Post-Graduate,female,Viewer,Retired,Drama,2018,111,Spring,2643,3.4,A film with potential that didn't quite soar.,9,21,35,1.4818970117795391,-0.8677243438615293,-0.8029706429141615,-0.2591402711297649,1
Legends of Winter,2010,61,0,Post-Graduate,male,Viewer,Employed,Drama,2006,108,Fall,2617,2.1,"I expected more, but this movie left me utterly disappointed.",10,10,23,0.7703675139721889,-1.1279895939699665,-0.8121323686516917,-0.061925452918376,0
Heartstrings,2018,37,1,Completed College,male,Viewer,Employed,Romance,1991,123,Summer,5066,2.4,An uninspired and regrettable mess that I won't soon forget.,11,18,8,-0.5432254050567653,0.1733366565722195,0.0508317210102852,0.1352893652930127,0
Visions of Valor,2019,27,2,Post-Graduate,female,Viewer,Employed,Action/Adventure,1987,120,Fall,2574,2.7,"I wanted to like this movie, but it was a letdown. The dialogue was cringe-worthy, and the story felt rushed.",21,19,4,-1.090555787985496,-0.0869285935362176,-0.8272844535252993,2.1074375474069007,0
Love in the Air,2021,79,0,Post-Graduate,female,Viewer,Retired,Romance,2018,130,Summer,6969,3.8,This film is a gem. It's a rollercoaster of emotions that I didn't want to end. Highly recommended!,20,21,35,1.7555622032439049,0.7806222401585731,0.7213995701841285,1.910222729195512,1
Soulbound,2021,52,0,Completed College,female,Critic,Employed,Drama,2010,131,Fall,1618,2.7,A movie that left me uninterested and thoroughly disappointed.,9,21,27,0.2777701693363311,0.8673773235280522,-1.1641540614129473,-0.2591402711297649,0
Forgotten Realms,2011,18,0,Completed High School,male,Viewer,Student,Drama,2013,129,Summer,3337,3.6,Emotional rollercoaster ride.,3,11,30,-1.5831531326213542,0.693867156789094,-0.5584230405354714,-1.4424291803980978,1
Shadowed Past,2007,75,0,Completed College,male,Viewer,Retired,Drama,2017,103,Summer,4038,3.2,"There are parts I liked, but overall, it's average.",10,7,34,1.5366300500724122,-1.561765010817362,-0.3114088196889847,-0.061925452918376,1
Joyful Journeys,2008,32,2,Completed College,female,Critic,Retired,Kids,2005,111,Spring,9030,2.6,Terrible film.,2,8,22,-0.8168905965211307,-0.8677243438615293,1.447642521916809,-1.6396439986094864,0
Edge of Eternity,2016,67,0,Completed High School,female,Viewer,Employed,Drama,2018,104,Winter,4137,3.6,Touched my heart deeply.,4,16,35,1.0987657437294276,-1.4750099274478827,-0.2765237870730045,-1.245214362186709,1
Visions of Valor,2014,54,1,Completed College,female,Viewer,Employed,Action/Adventure,1987,120,Fall,2574,2.3,"Regret watching this, waste of time.",6,14,4,0.3872362459220773,-0.0869285935362176,-0.8272844535252993,-0.8507847257639313,0
Lost Treasures,2021,48,0,Post-Graduate,female,Viewer,Employed,Action/Adventure,2009,144,Spring,4040,3.2,An okay narrative that lacked a distinct identity.,8,21,26,0.0588380161648387,1.99519340733128,-0.3107040715553286,-0.4563550893411536,1
The Hilarious Movie,2015,45,1,Post-Graduate,female,Viewer,Employed,Comedy,2014,126,Winter,1399,3.3,"Not the best, but it was bearable.",7,15,31,-0.1053610987137805,0.4336019066806568,-1.2413239820482975,-0.6535699075525425,1
Fading Memories,2018,43,0,Post-Graduate,female,Viewer,Employed,Drama,2001,133,Winter,1885,3.3,A film that didn't leave a lasting impression.,9,18,18,-0.2148271752995267,1.0408874902670102,-1.070070185569849,-0.2591402711297649,1
Visions of Valor,2020,76,0,Post-Graduate,female,Critic,Retired,Action/Adventure,1987,120,Fall,2574,1.8,"I've never been so disappointed by a film. The acting was subpar, and the story was a snooze fest.",20,20,4,1.5913630883652854,-0.0869285935362176,-0.8272844535252993,1.910222729195512,0
Frozen in Time,2021,57,0,Post-Graduate,female,Critic,Employed,Drama,1984,141,Winter,2736,2.6,A film that failed to capture my attention or interest.,10,21,1,0.5514353608006966,1.734928157222843,-0.7701998546991498,-0.061925452918376,0
Galactic Odyssey,2014,42,1,Post-Graduate,female,Critic,Employed,Sci-Fi,2010,113,Winter,3673,1.9,A film that was as dull as it was disappointing.,10,14,27,-0.2695602135923998,-0.6942141771225712,-0.4400253540812353,-0.061925452918376,0
Midnight Shadows,2018,54,1,Post-Graduate,female,Viewer,Employed,Horror,1995,140,Summer,4464,3.8,Every frame felt like a work of art. A must-see.,11,18,12,0.3872362459220773,1.6481730738533638,-0.1612974672202211,0.1352893652930127,1
Guardians of Destiny,2022,27,1,Post-Graduate,female,Critic,Employed,Action/Adventure,2004,119,Winter,374,1.1,"I expected more from this movie, but it was a letdown. The story was predictable, and the acting was mediocre.",20,22,21,-1.090555787985496,-0.1736836769056967,-1.6025074005470834,1.910222729195512,0
Shadowed Past,2015,18,0,Post-Graduate,male,Viewer,Employed,Drama,2017,103,Summer,4038,3.4,A film that left me feeling indifferent.,7,15,34,-1.5831531326213542,-1.561765010817362,-0.3114088196889847,-0.6535699075525425,1
Enchanted Playtime,2022,32,1,Post-Graduate,female,Viewer,Employed,Kids,2004,131,Spring,1041,3.3,A film that had its moments but didn't fully resonate.,11,22,21,-0.8168905965211307,0.8673773235280522,-1.3674738979727517,0.1352893652930127,1
Quest for the Crystal,2018,46,1,Post-Graduate,male,Viewer,Employed,Action/Adventure,1996,109,Summer,3611,3.4,A watchable effort that didn't quite stand out.,9,18,13,-0.0506280604209074,-1.0412345106004874,-0.4618725462245765,-0.2591402711297649,1
Stellar Explorers,2011,26,2,Post-Graduate,female,Viewer,Employed,Sci-Fi,2013,98,Fall,8106,3.3,"It didn't leave a lasting impression, but it wasn't painful to watch.",14,11,30,-1.1452888262783694,-1.9955404276647573,1.1220488841676597,0.7269338199271791,1
Love's Embrace,2012,54,0,Completed College,female,Viewer,Employed,Romance,1983,112,Winter,9616,2.6,"I expected more from this film, but it failed to deliver. The pacing was off, and the ending was unsatisfying.",20,12,0,0.3872362459220773,-0.7809692604920502,1.654133725078066,1.910222729195512,0
Legends Reborn,2013,69,0,Post-Graduate,male,Viewer,Employed,Action/Adventure,2008,116,Fall,5896,2.4,Unwatchable mess.,2,13,25,1.2082318203151736,-0.4339489270141339,0.3433021964775947,-1.6396439986094864,0
Quest for Imagination,2021,71,0,Post-Graduate,male,Viewer,Retired,Kids,2005,122,Summer,3131,2.7,A disaster from start to finish. Don't subject yourself to it.,12,21,22,1.31769789690092,0.0865815732027405,-0.6310120983020567,0.3325041835044015,0
Fun Under the Sun,2001,67,0,Post-Graduate,male,Viewer,Retired,Comedy,2019,123,Summer,7699,4.2,A visual and emotional feast for the senses.,8,1,36,1.0987657437294276,0.1733366565722195,0.9786326389686296,-0.4563550893411536,1
Crazy Antics,2020,25,0,Post-Graduate,male,Viewer,Unemployed,Comedy,1992,131,Winter,6745,3.2,A film that didn't leave a lasting mark.,9,20,9,-1.2000218645712424,0.8673773235280522,0.6424677792146377,-0.2591402711297649,1
Eternal Sunshine,2020,54,1,Post-Graduate,female,Viewer,Employed,Drama,2017,142,Summer,4603,4.3,A remarkable achievement that touched my heart.,7,20,34,0.3872362459220773,1.821683240592322,-0.1123174719311174,-0.6535699075525425,1
Futuristic Frontiers,2022,44,1,Post-Graduate,female,Viewer,Employed,Sci-Fi,1988,120,Winter,2755,3.2,A film that didn't leave a lasting impression.,9,22,5,-0.1600941370066536,-0.0869285935362176,-0.7635047474294162,-0.2591402711297649,1
Quest for Imagination,2017,34,0,Completed High School,female,Viewer,Employed,Kids,2005,122,Summer,3131,2.6,"I couldn't wait for this movie to end. It was painful to watch, and I couldn't care less about the characters.",23,17,22,-0.7074245199353846,0.0865815732027405,-0.6310120983020567,2.5018671838296784,0
Midnight Shadows,2016,76,0,Post-Graduate,male,Viewer,Retired,Horror,1995,140,Summer,4464,3.2,A movie that didn't quite make a lasting impression.,10,16,12,1.5913630883652854,1.6481730738533638,-0.1612974672202211,-0.061925452918376,1
The Enigmatic Drama,2014,52,1,Post-Graduate,male,Critic,Employed,Drama,2018,118,Summer,5690,3.4,A movie that hovered in the middle ground for me.,10,14,35,0.2777701693363311,-0.2604387602751757,0.2707131387110095,-0.061925452918376,1
Midnight Shadows,2009,47,1,Completed High School,male,Viewer,Employed,Horror,1995,140,Summer,4464,3.4,"Some parts were good, others were mediocre.",7,9,12,0.0041049778719656,1.6481730738533638,-0.1612974672202211,-0.6535699075525425,1
Beyond Boundaries,2009,29,0,Post-Graduate,female,Viewer,Employed,Other,2018,114,Fall,8184,3.2,A decent attempt that fell short of my expectations.,9,9,35,-0.98108971139975,-0.607459093753092,1.1495340613802505,-0.2591402711297649,1
Chronicles of Courage,2018,18,0,Completed High School,male,Viewer,Unemployed,Action/Adventure,1995,132,Summer,1983,2.8,An okay outing that didn't fully engage me.,9,18,12,-1.5831531326213542,0.9541324068975312,-1.0355375270206968,-0.2591402711297649,0
A Glimpse Through Time,2012,47,1,Completed High School,male,Viewer,Employed,Other,1989,111,Fall,8842,2.8,"I can't say it's great, but it's not awful either.",13,12,6,0.0041049778719656,-0.8677243438615293,1.3813961973531292,0.5297190017157903,0
Hilarity Unleashed,2020,29,2,Completed College,male,Viewer,Employed,Comedy,2019,121,Fall,7590,3.9,A cinematic masterpiece.,3,20,36,-0.98108971139975,-0.00017351016673855375,0.9402238656843684,-1.4424291803980978,1
Whispers of Hope,2021,37,1,Post-Graduate,male,Viewer,Retired,Drama,2018,120,Summer,389,3.1,A mixed bag of emotions and storytelling.,7,21,35,-0.5432254050567653,-0.0869285935362176,-1.597221789544662,-0.6535699075525425,1
Lost in Time,2022,18,0,Post-Graduate,male,Viewer,Student,Drama,2019,119,Summer,8311,4.4,Outstanding performances throughout.,3,22,36,-1.5831531326213542,-0.1736836769056967,1.194285567867417,-1.4424291803980978,1
Lost Horizon,2019,52,0,Completed High School,female,Critic,Employed,Drama,2018,111,Spring,2643,2.9,A middle-of-the-road film with its moments of intrigue.,11,19,35,0.2777701693363311,-0.8677243438615293,-0.8029706429141615,0.1352893652930127,0
Beyond the Stars,2008,77,0,Completed High School,female,Critic,Employed,Sci-Fi,1997,133,Summer,3305,2.7,A film that lacked direction and substance. Avoid at all costs.,11,8,14,1.6460961266581584,1.0408874902670102,-0.5696990106739701,0.1352893652930127,0
Mystic Shadows,2021,51,1,Completed High School,female,Critic,Employed,Drama,2010,120,Summer,1455,3.3,A film that had its moments but didn't fully resonate.,11,21,27,0.223037131043458,-0.0869285935362176,-1.2215910343059249,0.1352893652930127,1
Unseen Horizons,2021,18,0,Post-Graduate,male,Viewer,Student,Drama,2010,127,Summer,7985,4.2,An unforgettable experience.,3,21,27,-1.5831531326213542,0.5203569900501359,1.0794116220814616,-1.4424291803980978,1
Frozen in Time,2016,31,3,Post-Graduate,female,Viewer,Employed,Drama,1984,141,Winter,2736,3.3,A middle-of-the-road movie. It didn't stand out in any way.,14,16,1,-0.8716236348140038,1.734928157222843,-0.7701998546991498,0.7269338199271791,1
The Mysterious Expedition,2010,80,0,Post-Graduate,male,Viewer,Retired,Action/Adventure,2016,145,Fall,5056,3.5,I can't stop thinking about this film. It's a work of art that deserves all the praise it's getting.,22,10,33,1.8102952415367777,2.0819484907007593,0.0473079803420044,2.3046523656182893,1
